68 32 6138
.0
.1
.2
.3
.4
.5
.6
.7
.8
.9
.10
.11
.12
+0
+1
+2
+3
+4
+5
+6
+7
+8
+9
+10
+11
+12
+13
+14
+15
+16
+17
+18
l1
l2
l3
l4
l5
l6
l7
l8
l9
l10
l11
l12
l13
l14
l15
l16
l17
l18
e0
e1
e2
e3
e4
e5
e6
e7
e8
e9
e10
e11
e12
e13
e14
e15
e16
e17
32 50 0:0 2:1 13:0 14:2
35 50 0:10 2:6 23:0 19:2
35 51 1:6 2:10 19:1 23:2
35 51 1:10 2:6 23:1 19:2
35 52 1:6 3:10 19:1 23:3
35 52 1:10 3:6 23:1 19:3
35 53 1:6 4:10 19:1 23:4
35 53 1:10 4:6 23:1 19:4
35 54 1:6 5:10 19:1 23:5
35 54 1:10 5:6 23:1 19:5
35 55 2:6 5:10 19:2 23:5
35 55 2:10 5:6 23:2 19:5
35 56 2:6 6:10 19:2 23:6
35 56 2:10 6:6 23:2 19:6
35 57 3:6 4:10 19:3 23:4
35 57 3:10 4:6 23:3 19:4
35 58 3:6 7:10 19:3 23:7
35 58 3:10 7:6 23:3 19:7
35 59 3:6 8:10 19:3 23:8
35 59 3:10 8:6 23:3 19:8
35 60 4:6 8:10 19:4 23:8
35 60 4:10 8:6 23:4 19:8
35 61 5:6 6:10 19:5 23:6
35 61 5:10 6:6 23:5 19:6
35 62 7:6 8:10 19:7 23:8
35 62 7:10 8:6 23:7 19:8
35 63 7:6 9:10 19:7 23:9
35 63 7:10 9:6 23:7 19:9
35 64 9:6 10:10 19:9 23:10
35 64 9:10 10:6 23:9 19:10
35 65 10:6 11:10 19:10 23:11
35 65 10:10 11:6 23:10 19:11
35 66 10:6 12:10 19:10 23:12
35 66 10:10 12:6 23:10 19:12
35 67 11:6 12:10 19:11 23:12
35 67 11:10 12:6 23:11 19:12
35 50 0:7 2:11 20:0 24:2
35 50 0:11 2:7 24:0 20:2
35 51 1:7 2:11 20:1 24:2
35 51 1:11 2:7 24:1 20:2
35 52 1:7 3:11 20:1 24:3
35 52 1:11 3:7 24:1 20:3
35 53 1:7 4:11 20:1 24:4
35 53 1:11 4:7 24:1 20:4
35 54 1:7 5:11 20:1 24:5
35 54 1:11 5:7 24:1 20:5
35 55 2:7 5:11 20:2 24:5
35 55 2:11 5:7 24:2 20:5
35 56 2:7 6:11 20:2 24:6
35 56 2:11 6:7 24:2 20:6
35 57 3:7 4:11 20:3 24:4
35 57 3:11 4:7 24:3 20:4
35 58 3:7 7:11 20:3 24:7
35 58 3:11 7:7 24:3 20:7
35 59 3:7 8:11 20:3 24:8
35 59 3:11 8:7 24:3 20:8
35 60 4:7 8:11 20:4 24:8
35 60 4:11 8:7 24:4 20:8
35 61 5:7 6:11 20:5 24:6
35 61 5:11 6:7 24:5 20:6
35 62 7:7 8:11 20:7 24:8
35 62 7:11 8:7 24:7 20:8
35 63 7:7 9:11 20:7 24:9
35 63 7:11 9:7 24:7 20:9
35 64 9:7 10:11 20:9 24:10
35 64 9:11 10:7 24:9 20:10
35 65 10:7 11:11 20:10 24:11
35 65 10:11 11:7 24:10 20:11
35 66 10:7 12:11 20:10 24:12
35 66 10:11 12:7 24:10 20:12
35 67 11:7 12:11 20:11 24:12
35 67 11:11 12:7 24:11 20:12
35 50 0:8 2:12 21:0 25:2
35 50 0:12 2:8 25:0 21:2
35 51 1:8 2:12 21:1 25:2
35 51 1:12 2:8 25:1 21:2
35 52 1:8 3:12 21:1 25:3
35 52 1:12 3:8 25:1 21:3
35 53 1:8 4:12 21:1 25:4
35 53 1:12 4:8 25:1 21:4
35 54 1:8 5:12 21:1 25:5
35 54 1:12 5:8 25:1 21:5
35 55 2:8 5:12 21:2 25:5
35 55 2:12 5:8 25:2 21:5
35 56 2:8 6:12 21:2 25:6
35 56 2:12 6:8 25:2 21:6
35 57 3:8 4:12 21:3 25:4
35 57 3:12 4:8 25:3 21:4
35 58 3:8 7:12 21:3 25:7
35 58 3:12 7:8 25:3 21:7
35 59 3:8 8:12 21:3 25:8
35 59 3:12 8:8 25:3 21:8
35 60 4:8 8:12 21:4 25:8
35 60 4:12 8:8 25:4 21:8
35 61 5:8 6:12 21:5 25:6
35 61 5:12 6:8 25:5 21:6
35 62 7:8 8:12 21:7 25:8
35 62 7:12 8:8 25:7 21:8
35 63 7:8 9:12 21:7 25:9
35 63 7:12 9:8 25:7 21:9
35 64 9:8 10:12 21:9 25:10
35 64 9:12 10:8 25:9 21:10
35 65 10:8 11:12 21:10 25:11
35 65 10:12 11:8 25:10 21:11
35 66 10:8 12:12 21:10 25:12
35 66 10:12 12:8 25:10 21:12
35 67 11:8 12:12 21:11 25:12
35 67 11:12 12:8 25:11 21:12
35 50 0:9 2:13 22:0 26:2
35 50 0:13 2:9 26:0 22:2
35 51 1:9 2:13 22:1 26:2
35 51 1:13 2:9 26:1 22:2
35 52 1:9 3:13 22:1 26:3
35 52 1:13 3:9 26:1 22:3
35 53 1:9 4:13 22:1 26:4
35 53 1:13 4:9 26:1 22:4
35 54 1:9 5:13 22:1 26:5
35 54 1:13 5:9 26:1 22:5
35 55 2:9 5:13 22:2 26:5
35 55 2:13 5:9 26:2 22:5
35 56 2:9 6:13 22:2 26:6
35 56 2:13 6:9 26:2 22:6
35 57 3:9 4:13 22:3 26:4
35 57 3:13 4:9 26:3 22:4
35 58 3:9 7:13 22:3 26:7
35 58 3:13 7:9 26:3 22:7
35 59 3:9 8:13 22:3 26:8
35 59 3:13 8:9 26:3 22:8
35 60 4:9 8:13 22:4 26:8
35 60 4:13 8:9 26:4 22:8
35 61 5:9 6:13 22:5 26:6
35 61 5:13 6:9 26:5 22:6
35 62 7:9 8:13 22:7 26:8
35 62 7:13 8:9 26:7 22:8
35 63 7:9 9:13 22:7 26:9
35 63 7:13 9:9 26:7 22:9
35 64 9:9 10:13 22:9 26:10
35 64 9:13 10:9 26:9 22:10
35 65 10:9 11:13 22:10 26:11
35 65 10:13 11:9 26:10 22:11
35 66 10:9 12:13 22:10 26:12
35 66 10:13 12:9 26:10 22:12
35 67 11:9 12:13 22:11 26:12
35 67 11:13 12:9 26:11 22:12
35 50 0:10 2:14 23:0 27:2
35 50 0:14 2:10 27:0 23:2
35 51 1:10 2:14 23:1 27:2
35 51 1:14 2:10 27:1 23:2
35 52 1:10 3:14 23:1 27:3
35 52 1:14 3:10 27:1 23:3
35 53 1:10 4:14 23:1 27:4
35 53 1:14 4:10 27:1 23:4
35 54 1:10 5:14 23:1 27:5
35 54 1:14 5:10 27:1 23:5
35 55 2:10 5:14 23:2 27:5
35 55 2:14 5:10 27:2 23:5
35 56 2:10 6:14 23:2 27:6
35 56 2:14 6:10 27:2 23:6
35 57 3:10 4:14 23:3 27:4
35 57 3:14 4:10 27:3 23:4
35 58 3:10 7:14 23:3 27:7
35 58 3:14 7:10 27:3 23:7
35 59 3:10 8:14 23:3 27:8
35 59 3:14 8:10 27:3 23:8
35 60 4:10 8:14 23:4 27:8
35 60 4:14 8:10 27:4 23:8
35 61 5:10 6:14 23:5 27:6
35 61 5:14 6:10 27:5 23:6
35 62 7:10 8:14 23:7 27:8
35 62 7:14 8:10 27:7 23:8
35 63 7:10 9:14 23:7 27:9
35 63 7:14 9:10 27:7 23:9
35 64 9:10 10:14 23:9 27:10
35 64 9:14 10:10 27:9 23:10
35 65 10:10 11:14 23:10 27:11
35 65 10:14 11:10 27:10 23:11
35 66 10:10 12:14 23:10 27:12
35 66 10:14 12:10 27:10 23:12
35 67 11:10 12:14 23:11 27:12
35 67 11:14 12:10 27:11 23:12
35 50 0:11 2:15 24:0 28:2
35 50 0:15 2:11 28:0 24:2
35 51 1:11 2:15 24:1 28:2
35 51 1:15 2:11 28:1 24:2
35 52 1:11 3:15 24:1 28:3
35 52 1:15 3:11 28:1 24:3
35 53 1:11 4:15 24:1 28:4
35 53 1:15 4:11 28:1 24:4
35 54 1:11 5:15 24:1 28:5
35 54 1:15 5:11 28:1 24:5
35 55 2:11 5:15 24:2 28:5
35 55 2:15 5:11 28:2 24:5
35 56 2:11 6:15 24:2 28:6
35 56 2:15 6:11 28:2 24:6
35 57 3:11 4:15 24:3 28:4
35 57 3:15 4:11 28:3 24:4
35 58 3:11 7:15 24:3 28:7
35 58 3:15 7:11 28:3 24:7
35 59 3:11 8:15 24:3 28:8
35 59 3:15 8:11 28:3 24:8
35 60 4:11 8:15 24:4 28:8
35 60 4:15 8:11 28:4 24:8
35 61 5:11 6:15 24:5 28:6
35 61 5:15 6:11 28:5 24:6
35 62 7:11 8:15 24:7 28:8
35 62 7:15 8:11 28:7 24:8
35 63 7:11 9:15 24:7 28:9
35 63 7:15 9:11 28:7 24:9
35 64 9:11 10:15 24:9 28:10
35 64 9:15 10:11 28:9 24:10
35 65 10:11 11:15 24:10 28:11
35 65 10:15 11:11 28:10 24:11
35 66 10:11 12:15 24:10 28:12
35 66 10:15 12:11 28:10 24:12
35 67 11:11 12:15 24:11 28:12
35 67 11:15 12:11 28:11 24:12
35 50 0:12 2:16 25:0 29:2
35 50 0:16 2:12 29:0 25:2
35 51 1:12 2:16 25:1 29:2
35 51 1:16 2:12 29:1 25:2
35 52 1:12 3:16 25:1 29:3
35 52 1:16 3:12 29:1 25:3
35 53 1:12 4:16 25:1 29:4
35 53 1:16 4:12 29:1 25:4
35 54 1:12 5:16 25:1 29:5
35 54 1:16 5:12 29:1 25:5
35 55 2:12 5:16 25:2 29:5
35 55 2:16 5:12 29:2 25:5
35 56 2:12 6:16 25:2 29:6
35 56 2:16 6:12 29:2 25:6
35 57 3:12 4:16 25:3 29:4
35 57 3:16 4:12 29:3 25:4
35 58 3:12 7:16 25:3 29:7
35 58 3:16 7:12 29:3 25:7
35 59 3:12 8:16 25:3 29:8
35 59 3:16 8:12 29:3 25:8
35 60 4:12 8:16 25:4 29:8
35 60 4:16 8:12 29:4 25:8
35 61 5:12 6:16 25:5 29:6
35 61 5:16 6:12 29:5 25:6
35 62 7:12 8:16 25:7 29:8
35 62 7:16 8:12 29:7 25:8
35 63 7:12 9:16 25:7 29:9
35 63 7:16 9:12 29:7 25:9
35 64 9:12 10:16 25:9 29:10
35 64 9:16 10:12 29:9 25:10
35 65 10:12 11:16 25:10 29:11
35 65 10:16 11:12 29:10 25:11
35 66 10:12 12:16 25:10 29:12
35 66 10:16 12:12 29:10 25:12
35 67 11:12 12:16 25:11 29:12
35 67 11:16 12:12 29:11 25:12
35 50 0:13 2:17 26:0 30:2
35 50 0:17 2:13 30:0 26:2
35 51 1:13 2:17 26:1 30:2
35 51 1:17 2:13 30:1 26:2
35 52 1:13 3:17 26:1 30:3
35 52 1:17 3:13 30:1 26:3
35 53 1:13 4:17 26:1 30:4
35 53 1:17 4:13 30:1 26:4
35 54 1:13 5:17 26:1 30:5
35 54 1:17 5:13 30:1 26:5
35 55 2:13 5:17 26:2 30:5
35 55 2:17 5:13 30:2 26:5
35 56 2:13 6:17 26:2 30:6
35 56 2:17 6:13 30:2 26:6
35 57 3:13 4:17 26:3 30:4
35 57 3:17 4:13 30:3 26:4
35 58 3:13 7:17 26:3 30:7
35 58 3:17 7:13 30:3 26:7
35 59 3:13 8:17 26:3 30:8
35 59 3:17 8:13 30:3 26:8
35 60 4:13 8:17 26:4 30:8
35 60 4:17 8:13 30:4 26:8
35 61 5:13 6:17 26:5 30:6
35 61 5:17 6:13 30:5 26:6
35 62 7:13 8:17 26:7 30:8
35 62 7:17 8:13 30:7 26:8
35 63 7:13 9:17 26:7 30:9
35 63 7:17 9:13 30:7 26:9
35 64 9:13 10:17 26:9 30:10
35 64 9:17 10:13 30:9 26:10
35 65 10:13 11:17 26:10 30:11
35 65 10:17 11:13 30:10 26:11
35 66 10:13 12:17 26:10 30:12
35 66 10:17 12:13 30:10 26:12
35 67 11:13 12:17 26:11 30:12
35 67 11:17 12:13 30:11 26:12
35 50 0:14 2:18 27:0 31:2
35 50 0:18 2:14 31:0 27:2
35 51 1:14 2:18 27:1 31:2
35 51 1:18 2:14 31:1 27:2
35 52 1:14 3:18 27:1 31:3
35 52 1:18 3:14 31:1 27:3
35 53 1:14 4:18 27:1 31:4
35 53 1:18 4:14 31:1 27:4
35 54 1:14 5:18 27:1 31:5
35 54 1:18 5:14 31:1 27:5
35 55 2:14 5:18 27:2 31:5
35 55 2:18 5:14 31:2 27:5
35 56 2:14 6:18 27:2 31:6
35 56 2:18 6:14 31:2 27:6
35 57 3:14 4:18 27:3 31:4
35 57 3:18 4:14 31:3 27:4
35 58 3:14 7:18 27:3 31:7
35 58 3:18 7:14 31:3 27:7
35 59 3:14 8:18 27:3 31:8
35 59 3:18 8:14 31:3 27:8
35 60 4:14 8:18 27:4 31:8
35 60 4:18 8:14 31:4 27:8
35 61 5:14 6:18 27:5 31:6
35 61 5:18 6:14 31:5 27:6
35 62 7:14 8:18 27:7 31:8
35 62 7:18 8:14 31:7 27:8
35 63 7:14 9:18 27:7 31:9
35 63 7:18 9:14 31:7 27:9
35 64 9:14 10:18 27:9 31:10
35 64 9:18 10:14 31:9 27:10
35 65 10:14 11:18 27:10 31:11
35 65 10:18 11:14 31:10 27:11
35 66 10:14 12:18 27:10 31:12
35 66 10:18 12:14 31:10 27:12
35 67 11:14 12:18 27:11 31:12
35 67 11:18 12:14 31:11 27:12
36 50 0:0 2:5 13:0 18:2
36 50 0:5 2:0 18:0 13:2
36 51 1:0 2:5 13:1 18:2
36 51 1:5 2:0 18:1 13:2
36 52 1:0 3:5 13:1 18:3
36 52 1:5 3:0 18:1 13:3
36 53 1:0 4:5 13:1 18:4
36 53 1:5 4:0 18:1 13:4
36 54 1:0 5:5 13:1 18:5
36 54 1:5 5:0 18:1 13:5
36 55 2:0 5:5 13:2 18:5
36 55 2:5 5:0 18:2 13:5
36 56 2:0 6:5 13:2 18:6
36 56 2:5 6:0 18:2 13:6
36 57 3:0 4:5 13:3 18:4
36 57 3:5 4:0 18:3 13:4
36 58 3:0 7:5 13:3 18:7
36 58 3:5 7:0 18:3 13:7
36 59 3:0 8:5 13:3 18:8
36 59 3:5 8:0 18:3 13:8
36 60 4:0 8:5 13:4 18:8
36 60 4:5 8:0 18:4 13:8
36 61 5:0 6:5 13:5 18:6
36 61 5:5 6:0 18:5 13:6
36 62 7:0 8:5 13:7 18:8
36 62 7:5 8:0 18:7 13:8
36 63 7:0 9:5 13:7 18:9
36 63 7:5 9:0 18:7 13:9
36 64 9:0 10:5 13:9 18:10
36 64 9:5 10:0 18:9 13:10
36 65 10:0 11:5 13:10 18:11
36 65 10:5 11:0 18:10 13:11
36 66 10:0 12:5 13:10 18:12
36 66 10:5 12:0 18:10 13:12
36 67 11:0 12:5 13:11 18:12
36 67 11:5 12:0 18:11 13:12
36 50 0:1 2:6 14:0 19:2
36 50 0:6 2:1 19:0 14:2
36 51 1:1 2:6 14:1 19:2
36 51 1:6 2:1 19:1 14:2
36 52 1:1 3:6 14:1 19:3
36 52 1:6 3:1 19:1 14:3
36 53 1:1 4:6 14:1 19:4
36 53 1:6 4:1 19:1 14:4
36 54 1:1 5:6 14:1 19:5
36 54 1:6 5:1 19:1 14:5
36 55 2:1 5:6 14:2 19:5
36 55 2:6 5:1 19:2 14:5
36 56 2:1 6:6 14:2 19:6
36 56 2:6 6:1 19:2 14:6
36 57 3:1 4:6 14:3 19:4
36 57 3:6 4:1 19:3 14:4
36 58 3:1 7:6 14:3 19:7
36 58 3:6 7:1 19:3 14:7
36 59 3:1 8:6 14:3 19:8
36 59 3:6 8:1 19:3 14:8
36 60 4:1 8:6 14:4 19:8
36 60 4:6 8:1 19:4 14:8
36 61 5:1 6:6 14:5 19:6
36 61 5:6 6:1 19:5 14:6
36 62 7:1 8:6 14:7 19:8
36 62 7:6 8:1 19:7 14:8
36 63 7:1 9:6 14:7 19:9
36 63 7:6 9:1 19:7 14:9
36 64 9:1 10:6 14:9 19:10
36 64 9:6 10:1 19:9 14:10
36 65 10:1 11:6 14:10 19:11
36 65 10:6 11:1 19:10 14:11
36 66 10:1 12:6 14:10 19:12
36 66 10:6 12:1 19:10 14:12
36 67 11:1 12:6 14:11 19:12
36 67 11:6 12:1 19:11 14:12
36 50 0:2 2:7 15:0 20:2
36 50 0:7 2:2 20:0 15:2
36 51 1:2 2:7 15:1 20:2
36 51 1:7 2:2 20:1 15:2
36 52 1:2 3:7 15:1 20:3
36 52 1:7 3:2 20:1 15:3
36 53 1:2 4:7 15:1 20:4
36 53 1:7 4:2 20:1 15:4
36 54 1:2 5:7 15:1 20:5
36 54 1:7 5:2 20:1 15:5
36 55 2:2 5:7 15:2 20:5
36 55 2:7 5:2 20:2 15:5
36 56 2:2 6:7 15:2 20:6
36 56 2:7 6:2 20:2 15:6
36 57 3:2 4:7 15:3 20:4
36 57 3:7 4:2 20:3 15:4
36 58 3:2 7:7 15:3 20:7
36 58 3:7 7:2 20:3 15:7
36 59 3:2 8:7 15:3 20:8
36 59 3:7 8:2 20:3 15:8
36 60 4:2 8:7 15:4 20:8
36 60 4:7 8:2 20:4 15:8
36 61 5:2 6:7 15:5 20:6
36 61 5:7 6:2 20:5 15:6
36 62 7:2 8:7 15:7 20:8
36 62 7:7 8:2 20:7 15:8
36 63 7:2 9:7 15:7 20:9
36 63 7:7 9:2 20:7 15:9
36 64 9:2 10:7 15:9 20:10
36 64 9:7 10:2 20:9 15:10
36 65 10:2 11:7 15:10 20:11
36 65 10:7 11:2 20:10 15:11
36 66 10:2 12:7 15:10 20:12
36 66 10:7 12:2 20:10 15:12
36 67 11:2 12:7 15:11 20:12
36 67 11:7 12:2 20:11 15:12
36 50 0:3 2:8 16:0 21:2
36 50 0:8 2:3 21:0 16:2
36 51 1:3 2:8 16:1 21:2
36 51 1:8 2:3 21:1 16:2
36 52 1:3 3:8 16:1 21:3
36 52 1:8 3:3 21:1 16:3
36 53 1:3 4:8 16:1 21:4
36 53 1:8 4:3 21:1 16:4
36 54 1:3 5:8 16:1 21:5
36 54 1:8 5:3 21:1 16:5
36 55 2:3 5:8 16:2 21:5
36 55 2:8 5:3 21:2 16:5
36 56 2:3 6:8 16:2 21:6
36 56 2:8 6:3 21:2 16:6
36 57 3:3 4:8 16:3 21:4
36 57 3:8 4:3 21:3 16:4
36 58 3:3 7:8 16:3 21:7
36 58 3:8 7:3 21:3 16:7
36 59 3:3 8:8 16:3 21:8
36 59 3:8 8:3 21:3 16:8
36 60 4:3 8:8 16:4 21:8
36 60 4:8 8:3 21:4 16:8
36 61 5:3 6:8 16:5 21:6
36 61 5:8 6:3 21:5 16:6
36 62 7:3 8:8 16:7 21:8
36 62 7:8 8:3 21:7 16:8
36 63 7:3 9:8 16:7 21:9
36 63 7:8 9:3 21:7 16:9
36 64 9:3 10:8 16:9 21:10
36 64 9:8 10:3 21:9 16:10
36 65 10:3 11:8 16:10 21:11
36 65 10:8 11:3 21:10 16:11
36 66 10:3 12:8 16:10 21:12
36 66 10:8 12:3 21:10 16:12
36 67 11:3 12:8 16:11 21:12
36 67 11:8 12:3 21:11 16:12
36 50 0:4 2:9 17:0 22:2
36 50 0:9 2:4 22:0 17:2
36 51 1:4 2:9 17:1 22:2
36 51 1:9 2:4 22:1 17:2
36 52 1:4 3:9 17:1 22:3
36 52 1:9 3:4 22:1 17:3
36 53 1:4 4:9 17:1 22:4
36 53 1:9 4:4 22:1 17:4
36 54 1:4 5:9 17:1 22:5
36 54 1:9 5:4 22:1 17:5
36 55 2:4 5:9 17:2 22:5
36 55 2:9 5:4 22:2 17:5
36 56 2:4 6:9 17:2 22:6
36 56 2:9 6:4 22:2 17:6
36 57 3:4 4:9 17:3 22:4
36 57 3:9 4:4 22:3 17:4
36 58 3:4 7:9 17:3 22:7
36 58 3:9 7:4 22:3 17:7
36 59 3:4 8:9 17:3 22:8
36 59 3:9 8:4 22:3 17:8
36 60 4:4 8:9 17:4 22:8
36 60 4:9 8:4 22:4 17:8
36 61 5:4 6:9 17:5 22:6
36 61 5:9 6:4 22:5 17:6
36 62 7:4 8:9 17:7 22:8
36 62 7:9 8:4 22:7 17:8
36 63 7:4 9:9 17:7 22:9
36 63 7:9 9:4 22:7 17:9
36 64 9:4 10:9 17:9 22:10
36 64 9:9 10:4 22:9 17:10
36 65 10:4 11:9 17:10 22:11
36 65 10:9 11:4 22:10 17:11
36 66 10:4 12:9 17:10 22:12
36 66 10:9 12:4 22:10 17:12
36 67 11:4 12:9 17:11 22:12
36 67 11:9 12:4 22:11 17:12
36 50 0:5 2:10 18:0 23:2
36 50 0:10 2:5 23:0 18:2
36 51 1:5 2:10 18:1 23:2
36 51 1:10 2:5 23:1 18:2
36 52 1:5 3:10 18:1 23:3
36 52 1:10 3:5 23:1 18:3
36 53 1:5 4:10 18:1 23:4
36 53 1:10 4:5 23:1 18:4
36 54 1:5 5:10 18:1 23:5
36 54 1:10 5:5 23:1 18:5
36 55 2:5 5:10 18:2 23:5
36 55 2:10 5:5 23:2 18:5
36 56 2:5 6:10 18:2 23:6
36 56 2:10 6:5 23:2 18:6
36 57 3:5 4:10 18:3 23:4
36 57 3:10 4:5 23:3 18:4
36 58 3:5 7:10 18:3 23:7
36 58 3:10 7:5 23:3 18:7
36 59 3:5 8:10 18:3 23:8
36 59 3:10 8:5 23:3 18:8
36 60 4:5 8:10 18:4 23:8
36 60 4:10 8:5 23:4 18:8
36 61 5:5 6:10 18:5 23:6
36 61 5:10 6:5 23:5 18:6
36 62 7:5 8:10 18:7 23:8
36 62 7:10 8:5 23:7 18:8
36 63 7:5 9:10 18:7 23:9
36 63 7:10 9:5 23:7 18:9
36 64 9:5 10:10 18:9 23:10
36 64 9:10 10:5 23:9 18:10
36 65 10:5 11:10 18:10 23:11
36 65 10:10 11:5 23:10 18:11
36 66 10:5 12:10 18:10 23:12
36 66 10:10 12:5 23:10 18:12
36 67 11:5 12:10 18:11 23:12
36 67 11:10 12:5 23:11 18:12
36 50 0:6 2:11 19:0 24:2
36 50 0:11 2:6 24:0 19:2
36 51 1:6 2:11 19:1 24:2
36 51 1:11 2:6 24:1 19:2
36 52 1:6 3:11 19:1 24:3
36 52 1:11 3:6 24:1 19:3
36 53 1:6 4:11 19:1 24:4
36 53 1:11 4:6 24:1 19:4
36 54 1:6 5:11 19:1 24:5
36 54 1:11 5:6 24:1 19:5
36 55 2:6 5:11 19:2 24:5
36 55 2:11 5:6 24:2 19:5
36 56 2:6 6:11 19:2 24:6
36 56 2:11 6:6 24:2 19:6
36 57 3:6 4:11 19:3 24:4
36 57 3:11 4:6 24:3 19:4
36 58 3:6 7:11 19:3 24:7
36 58 3:11 7:6 24:3 19:7
36 59 3:6 8:11 19:3 24:8
36 59 3:11 8:6 24:3 19:8
36 60 4:6 8:11 19:4 24:8
36 60 4:11 8:6 24:4 19:8
36 61 5:6 6:11 19:5 24:6
36 61 5:11 6:6 24:5 19:6
36 62 7:6 8:11 19:7 24:8
36 62 7:11 8:6 24:7 19:8
36 63 7:6 9:11 19:7 24:9
36 63 7:11 9:6 24:7 19:9
36 64 9:6 10:11 19:9 24:10
36 64 9:11 10:6 24:9 19:10
36 65 10:6 11:11 19:10 24:11
36 65 10:11 11:6 24:10 19:11
36 66 10:6 12:11 19:10 24:12
36 66 10:11 12:6 24:10 19:12
36 67 11:6 12:11 19:11 24:12
36 67 11:11 12:6 24:11 19:12
36 50 0:7 2:12 20:0 25:2
36 50 0:12 2:7 25:0 20:2
36 51 1:7 2:12 20:1 25:2
36 51 1:12 2:7 25:1 20:2
36 52 1:7 3:12 20:1 25:3
36 52 1:12 3:7 25:1 20:3
36 53 1:7 4:12 20:1 25:4
36 53 1:12 4:7 25:1 20:4
36 54 1:7 5:12 20:1 25:5
36 54 1:12 5:7 25:1 20:5
36 55 2:7 5:12 20:2 25:5
36 55 2:12 5:7 25:2 20:5
36 56 2:7 6:12 20:2 25:6
36 56 2:12 6:7 25:2 20:6
36 57 3:7 4:12 20:3 25:4
36 57 3:12 4:7 25:3 20:4
36 58 3:7 7:12 20:3 25:7
36 58 3:12 7:7 25:3 20:7
36 59 3:7 8:12 20:3 25:8
36 59 3:12 8:7 25:3 20:8
36 60 4:7 8:12 20:4 25:8
36 60 4:12 8:7 25:4 20:8
36 61 5:7 6:12 20:5 25:6
36 61 5:12 6:7 25:5 20:6
36 62 7:7 8:12 20:7 25:8
36 62 7:12 8:7 25:7 20:8
36 63 7:7 9:12 20:7 25:9
36 63 7:12 9:7 25:7 20:9
36 64 9:7 10:12 20:9 25:10
36 64 9:12 10:7 25:9 20:10
36 65 10:7 11:12 20:10 25:11
36 65 10:12 11:7 25:10 20:11
36 66 10:7 12:12 20:10 25:12
36 66 10:12 12:7 25:10 20:12
36 67 11:7 12:12 20:11 25:12
36 67 11:12 12:7 25:11 20:12
36 50 0:8 2:13 21:0 26:2
36 50 0:13 2:8 26:0 21:2
36 51 1:8 2:13 21:1 26:2
36 51 1:13 2:8 26:1 21:2
36 52 1:8 3:13 21:1 26:3
36 52 1:13 3:8 26:1 21:3
36 53 1:8 4:13 21:1 26:4
36 53 1:13 4:8 26:1 21:4
36 54 1:8 5:13 21:1 26:5
36 54 1:13 5:8 26:1 21:5
36 55 2:8 5:13 21:2 26:5
36 55 2:13 5:8 26:2 21:5
36 56 2:8 6:13 21:2 26:6
36 56 2:13 6:8 26:2 21:6
36 57 3:8 4:13 21:3 26:4
36 57 3:13 4:8 26:3 21:4
36 58 3:8 7:13 21:3 26:7
36 58 3:13 7:8 26:3 21:7
36 59 3:8 8:13 21:3 26:8
36 59 3:13 8:8 26:3 21:8
36 60 4:8 8:13 21:4 26:8
36 60 4:13 8:8 26:4 21:8
36 61 5:8 6:13 21:5 26:6
36 61 5:13 6:8 26:5 21:6
36 62 7:8 8:13 21:7 26:8
36 62 7:13 8:8 26:7 21:8
36 63 7:8 9:13 21:7 26:9
36 63 7:13 9:8 26:7 21:9
36 64 9:8 10:13 21:9 26:10
36 64 9:13 10:8 26:9 21:10
36 65 10:8 11:13 21:10 26:11
36 65 10:13 11:8 26:10 21:11
36 66 10:8 12:13 21:10 26:12
36 66 10:13 12:8 26:10 21:12
36 67 11:8 12:13 21:11 26:12
36 67 11:13 12:8 26:11 21:12
36 50 0:9 2:14 22:0 27:2
36 50 0:14 2:9 27:0 22:2
36 51 1:9 2:14 22:1 27:2
36 51 1:14 2:9 27:1 22:2
36 52 1:9 3:14 22:1 27:3
36 52 1:14 3:9 27:1 22:3
36 53 1:9 4:14 22:1 27:4
36 53 1:14 4:9 27:1 22:4
36 54 1:9 5:14 22:1 27:5
36 54 1:14 5:9 27:1 22:5
36 55 2:9 5:14 22:2 27:5
36 55 2:14 5:9 27:2 22:5
36 56 2:9 6:14 22:2 27:6
36 56 2:14 6:9 27:2 22:6
36 57 3:9 4:14 22:3 27:4
36 57 3:14 4:9 27:3 22:4
36 58 3:9 7:14 22:3 27:7
36 58 3:14 7:9 27:3 22:7
36 59 3:9 8:14 22:3 27:8
36 59 3:14 8:9 27:3 22:8
36 60 4:9 8:14 22:4 27:8
36 60 4:14 8:9 27:4 22:8
36 61 5:9 6:14 22:5 27:6
36 61 5:14 6:9 27:5 22:6
36 62 7:9 8:14 22:7 27:8
36 62 7:14 8:9 27:7 22:8
36 63 7:9 9:14 22:7 27:9
36 63 7:14 9:9 27:7 22:9
36 64 9:9 10:14 22:9 27:10
36 64 9:14 10:9 27:9 22:10
36 65 10:9 11:14 22:10 27:11
36 65 10:14 11:9 27:10 22:11
36 66 10:9 12:14 22:10 27:12
36 66 10:14 12:9 27:10 22:12
36 67 11:9 12:14 22:11 27:12
36 67 11:14 12:9 27:11 22:12
36 50 0:10 2:15 23:0 28:2
36 50 0:15 2:10 28:0 23:2
36 51 1:10 2:15 23:1 28:2
36 51 1:15 2:10 28:1 23:2
36 52 1:10 3:15 23:1 28:3
